variante,desconto,horizonte,seed,k,n,cens,nP,nA,pred_m,real_m,vies,rmse,corr,fprem,viesP,rmseP,maxabsP,fvies,frmse,fcorr
uni,0.80,12,2,11,665699,1764,91,665846,0.111279,0.349536,-0.238256,0.283339,0.1039,0.0001,-0.011516,0.013315,0.031184121966362,-0.091332,0.205030,0.2273
uni,0.80,12,3,0,804875,111,779539,0,0.281168,0.349973,-0.068805,0.124082,0.7249,0.9685,-0.074437,0.122094,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.80,12,3,1,804443,222,24877,804554,0.123048,0.349945,-0.226896,0.273386,0.0363,0.0309,0.012048,0.037992,0.39996105432510376,0.073353,0.118655,0.6676
uni,0.80,12,3,2,804011,333,6792,804122,0.110939,0.349920,-0.238981,0.281459,0.0709,0.0084,-0.001674,0.018931,0.27700091898441315,-0.042446,0.078568,0.7212
uni,0.80,12,3,3,803579,444,2567,803690,0.106625,0.349912,-0.243287,0.285012,0.0670,0.0032,-0.006281,0.013906,0.16487251222133636,-0.062836,0.125669,0.3177
uni,0.80,12,3,4,803147,555,1239,803258,0.105013,0.349889,-0.244876,0.286121,0.0777,0.0015,-0.007664,0.011633,0.044709935784339905,-0.122108,0.168644,0.3145
uni,0.80,12,3,5,802715,666,685,802826,0.104376,0.349876,-0.245500,0.286759,0.0709,0.0009,-0.008328,0.011139,0.037034094333648682,-0.104815,0.183448,0.1128
uni,0.80,12,3,6,802283,777,411,802394,0.104108,0.349863,-0.245755,0.286925,0.0731,0.0005,-0.008756,0.011092,0.032396569848060608,-0.126612,0.195244,0.1896
uni,0.80,12,3,7,801851,888,245,801962,0.103988,0.349846,-0.245857,0.287094,0.0680,0.0003,-0.008812,0.010977,0.030850425362586975,-0.107335,0.193809,0.1321
uni,0.80,12,3,8,801419,999,150,801530,0.103931,0.349832,-0.245901,0.287112,0.0687,0.0002,-0.009045,0.011127,0.028662219643592834,-0.125075,0.200082,0.2051
uni,0.80,12,3,9,800987,1110,102,801098,0.103902,0.349822,-0.245920,0.287207,0.0643,0.0001,-0.009256,0.011221,0.028478518128395081,-0.111924,0.199488,0.1536
uni,0.80,12,3,10,800555,1221,78,800666,0.103886,0.349807,-0.245921,0.287196,0.0647,0.0001,-0.009335,0.010855,0.025296315550804138,-0.126450,0.205353,0.2048
uni,0.80,12,3,11,800123,1332,53,800234,0.103877,0.349797,-0.245920,0.287255,0.0611,0.0001,-0.009492,0.010977,0.025097891688346863,-0.115594,0.205048,0.1626
uni,0.80,12,4,0,613469,169,596294,0,0.286748,0.349816,-0.063068,0.119756,0.7071,0.9720,-0.067793,0.117785,1.4314500093460083,-9.000000,-9.000000,-9.0000
uni,0.80,12,4,1,613059,338,15219,613228,0.114934,0.349773,-0.234839,0.276629,0.0753,0.0248,0.014364,0.037469,0.38076941668987274,0.066992,0.114569,0.7392
uni,0.80,12,4,2,612649,507,3850,612818,0.104250,0.349743,-0.245493,0.283557,0.1158,0.0063,0.001076,0.019325,0.46426570415496826,-0.041657,0.076650,0.7869
uni,0.80,12,4,3,612239,676,1277,612408,0.100456,0.349723,-0.249268,0.286821,0.1065,0.0021,-0.003628,0.012972,0.21193790435791016,-0.059656,0.121865,0.4092
uni,0.80,12,4,4,611829,845,548,611998,0.099044,0.349703,-0.250659,0.287656,0.1215,0.0009,-0.005741,0.009678,0.084986060857772827,-0.118721,0.162169,0.4518
uni,0.80,12,4,5,611420,1013,245,611588,0.098488,0.349690,-0.251202,0.288365,0.1089,0.0004,-0.006953,0.008796,0.026455044746398926,-0.103755,0.178747,0.1890
uni,0.80,12,4,6,611011,1181,120,611179,0.098257,0.349672,-0.251415,0.288376,0.1164,0.0002,-0.007860,0.009435,0.024126887321472168,-0.128711,0.191528,0.2928
uni,0.80,12,4,7,610602,1349,67,610770,0.098154,0.349656,-0.251502,0.288682,0.1048,0.0001,-0.008439,0.009739,0.022606968879699707,-0.109249,0.192027,0.1729
uni,0.80,12,4,8,610194,1516,42,610361,0.098107,0.349639,-0.251532,0.288590,0.1101,0.0001,-0.008611,0.010099,0.022754013538360596,-0.129470,0.198822,0.2759
uni,0.80,12,4,9,609786,1683,28,609953,0.098084,0.349628,-0.251544,0.288817,0.0993,0.0000,-0.009819,0.011283,0.02284616231918335,-0.114684,0.199083,0.1792
uni,0.80,12,4,10,609378,1850,17,609545,0.098073,0.349619,-0.251546,0.288729,0.1038,0.0000,-0.010102,0.011186,0.018866792321205139,-0.131753,0.205152,0.2626
uni,0.80,12,4,11,608970,2017,11,609137,0.098067,0.349606,-0.251539,0.288917,0.0940,0.0000,-0.010760,0.012179,0.019245609641075134,-0.118234,0.204709,0.1839
uni,0.80,12,5,0,739151,155,712856,0,0.276923,0.349895,-0.072972,0.130735,0.7044,0.9644,-0.078980,0.129005,1.4791267812252045,-9.000000,-9.000000,-9.0000
uni,0.80,12,5,1,738701,310,23918,738856,0.125314,0.349858,-0.224544,0.272857,0.0721,0.0324,0.009137,0.041388,0.36870655417442322,0.078310,0.125946,0.7183
uni,0.80,12,5,2,738252,465,7381,738407,0.113785,0.349830,-0.236045,0.280203,0.1118,0.0100,-0.004411,0.025587,0.50808598101139069,-0.039276,0.081629,0.7513
uni,0.80,12,5,3,737803,620,3145,737958,0.109656,0.349811,-0.240155,0.283738,0.1006,0.0043,-0.009691,0.018020,0.21301268041133881,-0.051397,0.127398,0.3515
uni,0.80,12,5,4,737354,775,1752,737509,0.108103,0.349802,-0.241700,0.284749,0.1123,0.0024,-0.010498,0.014882,0.070313185453414917,-0.114623,0.166995,0.3745
uni,0.80,12,5,5,736905,930,1034,737060,0.107485,0.349779,-0.242294,0.285499,0.0993,0.0014,-0.011148,0.014253,0.060885027050971985,-0.092086,0.181537,0.1631
uni,0.80,12,5,6,736456,1085,673,736611,0.107224,0.349766,-0.242543,0.285600,0.1039,0.0009,-0.010827,0.013380,0.053992003202438354,-0.119197,0.193000,0.2558
uni,0.80,12,5,7,736007,1240,450,736162,0.107107,0.349744,-0.242638,0.285902,0.0932,0.0006,-0.011199,0.013566,0.048952430486679077,-0.095812,0.191826,0.1779
uni,0.80,12,5,8,735558,1395,304,735713,0.107050,0.349732,-0.242682,0.285854,0.0970,0.0004,-0.010488,0.012697,0.031280398368835449,-0.118409,0.198655,0.2593
uni,0.80,12,5,9,735109,1550,198,735264,0.107022,0.349719,-0.242697,0.286086,0.0868,0.0003,-0.010716,0.012883,0.030347421765327454,-0.101597,0.198639,0.1886
uni,0.80,12,5,10,734660,1705,137,734815,0.107006,0.349698,-0.242692,0.286000,0.0896,0.0002,-0.010545,0.012678,0.029720991849899292,-0.120774,0.205434,0.2475
uni,0.80,12,5,11,734211,1860,97,734366,0.106998,0.349683,-0.242685,0.286176,0.0811,0.0001,-0.010281,0.012427,0.029300376772880554,-0.106163,0.205371,0.1923
uni,0.80,12,6,0,812772,389,769492,0,0.262742,0.349522,-0.086780,0.148203,0.6639,0.9468,-0.096039,0.147142,1.5,-9.000000,-9.000000,-9.0000
uni,0.80,12,6,1,812061,778,49263,812450,0.136625,0.349444,-0.212818,0.267694,0.0965,0.0607,-0.001535,0.047320,1.199999988079071,0.095966,0.144474,0.7428
uni,0.80,12,6,2,811351,1166,21615,811739,0.125791,0.349386,-0.223596,0.274107,0.1319,0.0266,-0.009940,0.029865,0.58414600789546967,-0.027715,0.089698,0.7339
uni,0.80,12,6,3,810641,1554,12132,811029,0.121872,0.349368,-0.227495,0.277444,0.1199,0.0150,-0.012139,0.020256,0.28010170161724091,-0.026876,0.133359,0.3768
uni,0.80,12,6,4,809931,1942,8104,810319,0.120381,0.349350,-0.228969,0.278378,0.1288,0.0100,-0.011423,0.015851,0.14945171773433685,-0.089703,0.162523,0.3842
uni,0.80,12,6,5,809221,2330,5818,809609,0.119781,0.349335,-0.229554,0.279136,0.1175,0.0072,-0.010874,0.013934,0.075765118002891541,-0.061169,0.176367,0.2203
uni,0.80,12,6,6,808511,2718,4449,808899,0.119522,0.349298,-0.229775,0.279162,0.1224,0.0055,-0.010252,0.012716,0.042605981230735779,-0.094199,0.186475,0.2867
uni,0.80,12,6,7,807801,3106,3527,808189,0.119406,0.349270,-0.229864,0.279479,0.1121,0.0044,-0.009881,0.012034,0.038534492254257202,-0.070156,0.189557,0.2233
uni,0.80,12,6,8,807091,3494,2872,807479,0.119348,0.349232,-0.229884,0.279357,0.1160,0.0036,-0.009538,0.011544,0.035800784826278687,-0.096450,0.197019,0.2774
uni,0.80,12,6,9,806381,3882,2348,806769,0.119320,0.349209,-0.229889,0.279594,0.1063,0.0029,-0.009251,0.011124,0.03396528959274292,-0.076224,0.198621,0.2302
uni,0.80,12,6,10,805671,4270,1965,806059,0.119304,0.349185,-0.229881,0.279491,0.1093,0.0024,-0.009072,0.010859,0.030639991164207458,-0.097952,0.205160,0.2690
uni,0.80,12,6,11,804961,4658,1665,805349,0.119297,0.349167,-0.229871,0.279708,0.1005,0.0021,-0.008915,0.010647,0.029762595891952515,-0.080439,0.205709,0.2321
uni,0.80,12,7,0,784436,198,747080,0,0.267437,0.349706,-0.082269,0.141800,0.6846,0.9524,-0.090663,0.140132,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.80,12,7,1,783924,396,37150,784122,0.134150,0.349659,-0.215509,0.268958,0.0562,0.0474,0.005306,0.041704,0.5288967490196228,0.090232,0.137171,0.7041
uni,0.80,12,7,2,783412,594,13113,783610,0.122740,0.349626,-0.226885,0.275898,0.0927,0.0167,-0.005962,0.024602,0.4592432975769043,-0.033797,0.086131,0.7141
uni,0.80,12,7,3,782900,792,6002,783098,0.118601,0.349602,-0.231001,0.279317,0.0831,0.0077,-0.009628,0.018165,0.24590058624744415,-0.036568,0.130621,0.3311
uni,0.80,12,7,4,782388,990,3376,782586,0.117020,0.349589,-0.232569,0.280338,0.0936,0.0043,-0.009906,0.014848,0.1450059562921524,-0.099318,0.164462,0.3325
uni,0.80,12,7,5,781876,1188,2055,782074,0.116381,0.349570,-0.233190,0.281040,0.0845,0.0026,-0.010232,0.013510,0.077223464846611023,-0.071453,0.176556,0.1728
uni,0.80,12,7,6,781364,1386,1326,781562,0.116105,0.349548,-0.233443,0.281144,0.0886,0.0017,-0.009825,0.012327,0.042667090892791748,-0.103184,0.187778,0.2389
uni,0.80,12,7,7,780853,1584,871,781051,0.115979,0.349529,-0.233550,0.281380,0.0817,0.0011,-0.009942,0.012204,0.038589760661125183,-0.079114,0.188939,0.1806
uni,0.80,12,7,8,780342,1782,591,780540,0.115917,0.349516,-0.233599,0.281381,0.0832,0.0008,-0.010068,0.012196,0.035852134227752686,-0.104711,0.196827,0.2339
uni,0.80,12,7,9,779832,1980,417,780030,0.115885,0.349500,-0.233614,0.281516,0.0775,0.0005,-0.010040,0.012067,0.034014016389846802,-0.085946,0.197863,0.1861
uni,0.80,12,7,10,779323,2178,298,779521,0.115868,0.349478,-0.233610,0.281484,0.0784,0.0004,-0.010097,0.012035,0.025567919015884399,-0.106857,0.204860,0.2236
uni,0.80,12,7,11,778814,2376,226,779012,0.115857,0.349453,-0.233596,0.281571,0.0731,0.0003,-0.010183,0.011941,0.02512398362159729,-0.090577,0.205161,0.1851
uni,0.80,12,8,0,672457,252,641875,0,0.272273,0.349793,-0.077520,0.139367,0.6635,0.9545,-0.084689,0.137888,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.80,12,8,1,671949,504,29941,672201,0.127144,0.349747,-0.222603,0.272112,0.1079,0.0446,-0.001912,0.052310,1.199999988079071,0.085259,0.136279,0.7826
uni,0.80,12,8,2,671441,756,11853,671693,0.116877,0.349712,-0.232835,0.278263,0.1450,0.0177,-0.013819,0.038920,0.57499578595161438,-0.031517,0.087525,0.7751
uni,0.80,12,8,3,670933,1008,6395,671185,0.113207,0.349693,-0.236486,0.281487,0.1320,0.0095,-0.018275,0.030199,0.36601901054382324,-0.036089,0.131886,0.4191
uni,0.80,12,8,4,670425,1260,4270,670677,0.111835,0.349674,-0.237839,0.282283,0.1430,0.0064,-0.018472,0.025281,0.19732224941253662,-0.097357,0.162606,0.4442
uni,0.80,12,8,5,669917,1512,3122,670169,0.111293,0.349665,-0.238371,0.283105,0.1280,0.0047,-0.018562,0.022860,0.10217732191085815,-0.074307,0.178376,0.2406
uni,0.80,12,8,6,669409,1764,2478,669661,0.111067,0.349649,-0.238582,0.283112,0.1340,0.0037,-0.018165,0.021375,0.067288249731063843,-0.103865,0.188361,0.3269
uni,0.80,12,8,7,668902,2015,2024,669153,0.110969,0.349633,-0.238664,0.283518,0.1207,0.0030,-0.018170,0.020723,0.06100761890411377,-0.081332,0.190873,0.2372
uni,0.80,12,8,8,668395,2266,1730,668646,0.110922,0.349609,-0.238687,0.283413,0.1247,0.0026,-0.018170,0.020343,0.049996942281723022,-0.106022,0.197780,0.3110
uni,0.80,12,8,9,667888,2517,1504,668139,0.110900,0.349591,-0.238690,0.283725,0.1123,0.0023,-0.018302,0.020210,0.046987920999526978,-0.088413,0.200173,0.2391
uni,0.80,12,8,10,667381,2768,1330,667632,0.110889,0.349567,-0.238678,0.283621,0.1156,0.0020,-0.018386,0.020104,0.043199062347412109,-0.108711,0.206302,0.2972
uni,0.80,12,8,11,666874,3019,1184,667125,0.110884,0.349542,-0.238658,0.283874,0.1047,0.0018,-0.018571,0.020157,0.040402159094810486,-0.092808,0.207640,0.2396
uni,0.80,4,1,0,564657,397,554249,0,0.290991,0.349817,-0.058826,0.114462,0.7356,0.9816,-0.062292,0.112903,1.5,-9.000000,-9.000000,-9.0000
uni,0.80,4,1,1,564032,794,10505,564429,0.111319,0.349717,-0.238398,0.277708,0.2119,0.0186,0.017194,0.038967,0.35751411318778992,0.060673,0.108577,0.7343
uni,0.80,4,1,2,563407,1191,2032,563804,0.099841,0.349565,-0.249725,0.285529,0.2588,0.0036,0.001945,0.018087,0.3213527500629425,-0.045204,0.075164,0.8016
uni,0.80,4,1,3,562783,1588,569,563180,0.095813,0.349521,-0.253708,0.289475,0.2341,0.0010,-0.003270,0.009282,0.047769829630851746,-0.074736,0.122579,0.5013
uni,0.80,4,2,0,679951,409,661765,0,0.275575,0.349534,-0.073959,0.132977,0.6950,0.9733,-0.078934,0.131508,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.80,4,2,1,679276,818,16362,679685,0.125737,0.349447,-0.223711,0.269251,0.2316,0.0241,0.016264,0.039336,0.37155053019523621,0.077346,0.127275,0.7363
uni,0.80,4,2,2,678601,1227,3762,679010,0.114186,0.349346,-0.235159,0.276832,0.2775,0.0055,0.001024,0.018723,0.35408163070678711,-0.042001,0.083221,0.7852
uni,0.80,4,2,3,677927,1635,1121,678335,0.110023,0.349314,-0.239290,0.281046,0.2489,0.0017,-0.004562,0.013391,0.19218048453330994,-0.051818,0.126158,0.4560
uni,0.80,4,3,0,810394,225,786131,0,0.279271,0.350045,-0.070774,0.125353,0.7006,0.9701,-0.076951,0.123102,1.5,-9.000000,-9.000000,-9.0000
uni,0.80,4,3,1,809845,450,22795,810070,0.123328,0.350008,-0.226680,0.268618,0.1236,0.0281,0.017214,0.035828,0.35210181772708893,0.075427,0.119106,0.6428
uni,0.80,4,3,2,809296,675,4581,809521,0.109767,0.349965,-0.240197,0.278308,0.1670,0.0057,0.002560,0.013997,0.23240049183368683,-0.041513,0.076379,0.7174
uni,0.80,4,3,3,808747,900,1237,808972,0.104917,0.349950,-0.245033,0.282609,0.1547,0.0015,-0.002647,0.008874,0.056930631399154663,-0.073883,0.126878,0.3675
uni,0.80,4,4,0,620105,365,611059,0,0.291721,0.350337,-0.058616,0.114324,0.7419,0.9854,-0.061386,0.112929,1.3743458390235901,-9.000000,-9.000000,-9.0000
uni,0.80,4,4,1,619496,730,8794,619861,0.111780,0.350246,-0.238466,0.278575,0.2097,0.0142,0.019339,0.039145,0.40502619743347168,0.059455,0.108325,0.7209
uni,0.80,4,4,2,618887,1095,1411,619252,0.100588,0.350132,-0.249543,0.286308,0.2523,0.0023,0.003608,0.014310,0.12526664137840271,-0.047391,0.076386,0.7950
uni,0.80,4,4,3,618278,1460,335,618643,0.096651,0.350100,-0.253449,0.290135,0.2300,0.0005,-0.002368,0.007494,0.02498982846736908,-0.072743,0.122370,0.4799
uni,0.80,4,5,0,745860,256,723490,0,0.276825,0.350228,-0.073403,0.130584,0.6949,0.9700,-0.079387,0.128656,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.80,4,5,1,745308,512,20426,745564,0.124638,0.350169,-0.225531,0.269855,0.1771,0.0274,0.016785,0.039170,0.36919066309928894,0.077873,0.124542,0.6994
uni,0.80,4,5,2,744756,768,4403,745012,0.111695,0.350115,-0.238420,0.278846,0.2213,0.0059,0.000831,0.017094,0.15749557316303253,-0.040256,0.078911,0.7573
uni,0.80,4,5,3,744204,1024,1397,744460,0.107032,0.350093,-0.243061,0.283192,0.2012,0.0019,-0.005064,0.011521,0.081788301467895508,-0.065046,0.127172,0.4179
uni,0.80,4,6,0,819733,609,787704,0,0.265841,0.349683,-0.083842,0.143294,0.6663,0.9609,-0.091314,0.142001,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.80,4,6,1,818801,1216,36947,819408,0.135655,0.349543,-0.213888,0.263335,0.1867,0.0451,0.005190,0.042789,0.47711986303329468,0.089866,0.137738,0.7167
uni,0.80,4,6,2,817870,1822,13786,818476,0.123925,0.349420,-0.225495,0.270753,0.2318,0.0169,-0.007126,0.023122,0.27098077535629272,-0.035773,0.087052,0.7453
