variante,desconto,horizonte,seed,k,n,cens,nP,nA,pred_m,real_m,vies,rmse,corr,fprem,viesP,rmseP,maxabsP,fvies,frmse,fcorr
uni,0.95,12,3,10,777262,7594,1649,777951,0.107164,0.349807,-0.242643,0.295192,-0.0520,0.0021,-0.013973,0.016059,0.045924127101898193,-0.118993,0.219779,0.0934
uni,0.95,12,3,11,776264,8283,1359,776953,0.107124,0.349789,-0.242665,0.295196,-0.0507,0.0018,-0.014180,0.016135,0.044295608997344971,-0.111346,0.222435,0.0822
uni,0.95,12,4,0,586726,658,548588,0,0.279939,0.350107,-0.070169,0.131330,0.7373,0.9350,-0.078162,0.129951,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,12,4,1,585836,1315,32531,586493,0.118443,0.350037,-0.231594,0.288474,-0.0841,0.0555,-0.005498,0.049135,1.0956054329872131,0.081522,0.131149,0.8136
uni,0.95,12,4,2,584947,1971,13900,585603,0.109103,0.349949,-0.240846,0.293749,-0.0940,0.0238,-0.011050,0.042849,0.59045687317848206,-0.025246,0.084239,0.7654
uni,0.95,12,4,3,584058,2627,7396,584714,0.105825,0.349889,-0.244064,0.295651,-0.0798,0.0127,-0.014743,0.030030,0.35052347183227539,-0.034896,0.131373,0.3312
uni,0.95,12,4,4,583170,3282,4632,583825,0.104623,0.349848,-0.245225,0.296354,-0.0715,0.0079,-0.015094,0.023743,0.16572511196136475,-0.090614,0.159371,0.3246
uni,0.95,12,4,5,582283,3936,3101,582937,0.104149,0.349828,-0.245680,0.296584,-0.0645,0.0053,-0.015687,0.021040,0.085134595632553101,-0.080913,0.182862,0.1088
uni,0.95,12,4,6,581396,4590,2167,582050,0.103943,0.349793,-0.245850,0.296661,-0.0611,0.0037,-0.015447,0.019330,0.061542883515357971,-0.106387,0.195327,0.1520
uni,0.95,12,4,7,580510,5243,1534,581163,0.103835,0.349757,-0.245922,0.296657,-0.0578,0.0026,-0.015690,0.018790,0.055798515677452087,-0.093770,0.203317,0.0854
uni,0.95,12,4,8,579624,5896,1140,580277,0.103767,0.349734,-0.245967,0.296643,-0.0545,0.0020,-0.015836,0.018493,0.051598742604255676,-0.109318,0.208899,0.1330
uni,0.95,12,4,9,578741,6546,869,579391,0.103715,0.349719,-0.246005,0.296663,-0.0529,0.0015,-0.016253,0.018695,0.04852825403213501,-0.100515,0.213579,0.1006
uni,0.95,12,4,10,577859,7196,679,578509,0.103669,0.349701,-0.246032,0.296663,-0.0510,0.0012,-0.016179,0.018486,0.046283379197120667,-0.112404,0.218598,0.1336
uni,0.95,12,4,11,576977,7846,524,577627,0.103624,0.349687,-0.246063,0.296680,-0.0497,0.0009,-0.016549,0.018705,0.044642120599746704,-0.107038,0.223236,0.1127
uni,0.95,12,5,0,716674,592,672115,0,0.273056,0.349994,-0.076937,0.137791,0.7346,0.9378,-0.084884,0.136752,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,12,5,1,715797,1183,41079,716388,0.126808,0.349930,-0.223122,0.283760,-0.0544,0.0574,-0.011707,0.053620,0.95148688554763794,0.087371,0.136933,0.7877
uni,0.95,12,5,2,714920,1774,19893,715511,0.117075,0.349859,-0.232785,0.289245,-0.0613,0.0278,-0.015954,0.043570,0.58083538711071014,-0.026715,0.089409,0.7289
uni,0.95,12,5,3,714044,2364,12078,714634,0.113663,0.349817,-0.236154,0.291504,-0.0581,0.0169,-0.017590,0.029474,0.35512124001979828,-0.028286,0.135724,0.2841
uni,0.95,12,5,4,713168,2954,8535,713758,0.112417,0.349797,-0.237380,0.292215,-0.0481,0.0120,-0.016349,0.022584,0.21416865289211273,-0.091884,0.165617,0.2692
uni,0.95,12,5,5,712292,3544,6349,712882,0.111932,0.349775,-0.237843,0.292540,-0.0462,0.0089,-0.015659,0.019234,0.12583838403224945,-0.073898,0.187877,0.0782
uni,0.95,12,5,6,711416,4134,4914,712006,0.111724,0.349761,-0.238037,0.292607,-0.0417,0.0069,-0.014937,0.017567,0.070484742522239685,-0.105036,0.200866,0.1206
uni,0.95,12,5,7,710540,4724,3869,711130,0.111620,0.349750,-0.238131,0.292673,-0.0409,0.0054,-0.014597,0.016712,0.050858110189437866,-0.084229,0.205926,0.0731
uni,0.95,12,5,8,709665,5314,3109,710255,0.111556,0.349744,-0.238188,0.292667,-0.0382,0.0044,-0.014329,0.016194,0.047030195593833923,-0.105458,0.212226,0.1183
uni,0.95,12,5,9,708790,5904,2511,709380,0.111508,0.349728,-0.238221,0.292703,-0.0385,0.0035,-0.014196,0.015915,0.04423154890537262,-0.089885,0.214351,0.0960
uni,0.95,12,5,10,707916,6493,2049,708505,0.111465,0.349717,-0.238252,0.292663,-0.0351,0.0029,-0.014212,0.015843,0.04218544065952301,-0.107193,0.220056,0.1262
uni,0.95,12,5,11,707042,7082,1712,707631,0.111426,0.349711,-0.238285,0.292697,-0.0356,0.0024,-0.014238,0.015763,0.040689513087272644,-0.096286,0.222953,0.1091
uni,0.95,12,6,0,788551,730,724747,0,0.259512,0.349943,-0.090431,0.154345,0.7051,0.9191,-0.101935,0.154413,1.5080130100250244,-9.000000,-9.000000,-9.0000
uni,0.95,12,6,1,787509,1459,75241,788238,0.138089,0.349866,-0.211777,0.280175,-0.0187,0.0955,-0.019432,0.060963,1.3333333134651184,0.105287,0.155166,0.7980
uni,0.95,12,6,2,786467,2188,42502,787196,0.129106,0.349802,-0.220696,0.285224,-0.0426,0.0540,-0.018722,0.047230,0.73544858396053314,-0.012201,0.101458,0.6949
uni,0.95,12,6,3,785427,2915,28575,786154,0.125971,0.349764,-0.223792,0.287223,-0.0436,0.0364,-0.018578,0.031362,0.4957030713558197,-0.003916,0.145286,0.3220
uni,0.95,12,6,4,784387,3642,21599,785114,0.124845,0.349715,-0.224870,0.287838,-0.0373,0.0275,-0.016613,0.023361,0.3321138322353363,-0.066851,0.166527,0.2894
uni,0.95,12,6,5,783347,4369,17114,784074,0.124423,0.349690,-0.225267,0.288142,-0.0364,0.0218,-0.015401,0.019795,0.19834944605827332,-0.042376,0.187562,0.1396
uni,0.95,12,6,6,782309,5095,13985,783035,0.124250,0.349671,-0.225421,0.288208,-0.0331,0.0179,-0.014364,0.017622,0.11452379822731018,-0.077024,0.198127,0.1621
uni,0.95,12,6,7,781271,5821,11661,781997,0.124167,0.349663,-0.225495,0.288286,-0.0324,0.0149,-0.013890,0.016586,0.061996102333068848,-0.055522,0.206259,0.1267
uni,0.95,12,6,8,780233,6547,9873,780959,0.124117,0.349643,-0.225526,0.288294,-0.0307,0.0127,-0.013415,0.015820,0.057402104139328003,-0.080682,0.213460,0.1532
uni,0.95,12,6,9,779196,7273,8444,779922,0.124079,0.349626,-0.225547,0.288297,-0.0297,0.0108,-0.013143,0.015324,0.053947418928146362,-0.063770,0.218941,0.1383
uni,0.95,12,6,10,778159,7999,7329,778885,0.124045,0.349606,-0.225561,0.288270,-0.0280,0.0094,-0.012901,0.014982,0.051349490880966187,-0.083691,0.225717,0.1550
uni,0.95,12,6,11,777122,8725,6376,777848,0.124011,0.349591,-0.225580,0.288301,-0.0279,0.0082,-0.012751,0.014750,0.047675624489784241,-0.071245,0.230931,0.1481
uni,0.95,12,7,0,760739,649,706151,0,0.264349,0.349858,-0.085509,0.147524,0.7252,0.9282,-0.096038,0.146630,1.5,-9.000000,-9.000000,-9.0000
uni,0.95,12,7,1,759782,1298,58894,760431,0.136174,0.349770,-0.213596,0.280309,-0.0480,0.0775,-0.011695,0.055470,1.1647518277168274,0.098270,0.146381,0.7597
uni,0.95,12,7,2,758825,1947,30078,759474,0.126188,0.349691,-0.223502,0.285761,-0.0601,0.0396,-0.015548,0.042016,0.73327971994876862,-0.021695,0.094339,0.6749
uni,0.95,12,7,3,757868,2596,18924,758517,0.122634,0.349650,-0.227016,0.288056,-0.0593,0.0250,-0.016633,0.028261,0.42135260999202728,-0.016284,0.138428,0.2702
uni,0.95,12,7,4,756911,3245,13614,757560,0.121319,0.349611,-0.228293,0.288857,-0.0529,0.0180,-0.015240,0.021756,0.25476856529712677,-0.080611,0.165393,0.2365
uni,0.95,12,7,5,755954,3894,10259,756603,0.120801,0.349594,-0.228793,0.289188,-0.0496,0.0136,-0.014522,0.018461,0.11521156132221222,-0.055644,0.184235,0.0953
uni,0.95,12,7,6,754998,4543,7976,755647,0.120579,0.349575,-0.228996,0.289310,-0.0474,0.0106,-0.013633,0.016570,0.068993732333183289,-0.090474,0.196494,0.1198
uni,0.95,12,7,7,754042,5192,6370,754691,0.120470,0.349558,-0.229088,0.289338,-0.0443,0.0084,-0.013434,0.015869,0.062804967164993286,-0.067524,0.201959,0.0882
uni,0.95,12,7,8,753086,5841,5170,753735,0.120406,0.349542,-0.229136,0.289344,-0.0424,0.0069,-0.013176,0.015350,0.051702648401260376,-0.092979,0.209780,0.1174
uni,0.95,12,7,9,752130,6490,4246,752779,0.120360,0.349521,-0.229161,0.289316,-0.0402,0.0056,-0.013165,0.015197,0.048625960946083069,-0.075494,0.213505,0.1038
uni,0.95,12,7,10,751175,7138,3496,751823,0.120321,0.349494,-0.229173,0.289289,-0.0385,0.0047,-0.013097,0.015015,0.046376556158065796,-0.096073,0.220745,0.1245
uni,0.95,12,7,11,750221,7785,2887,750868,0.120286,0.349482,-0.229196,0.289294,-0.0378,0.0038,-0.013136,0.015005,0.044732004404067993,-0.082652,0.224537,0.1131
uni,0.95,12,8,0,644228,695,594721,0,0.265510,0.350128,-0.084617,0.149120,0.7009,0.9232,-0.094666,0.149257,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.95,12,8,1,643278,1390,54416,643973,0.130128,0.350037,-0.219909,0.283909,-0.0265,0.0846,-0.023815,0.066406,1.3333333134651184,0.098420,0.150435,0.8279
uni,0.95,12,8,2,642328,2085,29477,643023,0.121653,0.349953,-0.228300,0.288498,-0.0411,0.0459,-0.024637,0.054793,0.68641333281993866,-0.013141,0.100642,0.7325
uni,0.95,12,8,3,641378,2780,19394,642073,0.118735,0.349909,-0.231174,0.290285,-0.0388,0.0302,-0.025439,0.040256,0.52530354261398315,-0.010263,0.145086,0.3559
uni,0.95,12,8,4,640431,3472,14661,641123,0.117714,0.349875,-0.232161,0.290774,-0.0294,0.0229,-0.023486,0.031651,0.37241560220718384,-0.069605,0.165996,0.3387
uni,0.95,12,8,5,639485,4164,11659,640177,0.117341,0.349850,-0.232509,0.291082,-0.0294,0.0182,-0.022326,0.027201,0.22325548529624939,-0.051424,0.188887,0.1618
uni,0.95,12,8,6,638541,4855,9745,639232,0.117194,0.349835,-0.232641,0.291089,-0.0242,0.0153,-0.021219,0.024551,0.1297818124294281,-0.081944,0.199180,0.1944
uni,0.95,12,8,7,637597,5546,8363,638288,0.117124,0.349817,-0.232692,0.291166,-0.0243,0.0131,-0.020677,0.023216,0.071204990148544312,-0.063587,0.207387,0.1408
uni,0.95,12,8,8,636653,6237,7359,637344,0.117079,0.349810,-0.232731,0.291130,-0.0206,0.0116,-0.020273,0.022362,0.056415781378746033,-0.084571,0.212738,0.1795
uni,0.95,12,8,9,635709,6928,6544,636400,0.117041,0.349785,-0.232744,0.291159,-0.0210,0.0103,-0.020164,0.021992,0.053058624267578125,-0.071231,0.218389,0.1509
uni,0.95,12,8,10,634765,7619,5896,635456,0.117004,0.349776,-0.232773,0.291125,-0.0182,0.0093,-0.020080,0.021721,0.050604164600372314,-0.088046,0.223975,0.1764
uni,0.95,12,8,11,633821,8310,5324,634512,0.116968,0.349748,-0.232780,0.291147,-0.0189,0.0084,-0.020183,0.021696,0.04880969226360321,-0.078368,0.229371,0.1570
uni,0.95,4,1,0,561939,278,548125,0,0.288403,0.349660,-0.061258,0.117728,0.7120,0.9754,-0.065788,0.115642,1.4897289574146271,-9.000000,-9.000000,-9.0000
uni,0.95,4,1,1,561430,556,13538,561708,0.113077,0.349575,-0.236498,0.276315,0.1526,0.0241,0.014035,0.038268,0.39377698302268982,0.064631,0.111946,0.7422
uni,0.95,4,1,2,560921,834,3238,561199,0.101605,0.349482,-0.247876,0.284017,0.1975,0.0058,-0.000533,0.018903,0.30539219081401825,-0.042291,0.075113,0.7991
uni,0.95,4,1,3,560412,1112,1105,560690,0.097565,0.349432,-0.251867,0.287766,0.1785,0.0020,-0.005044,0.013088,0.12461856007575989,-0.069220,0.122396,0.4691
uni,0.95,4,2,0,675162,221,648315,0,0.271792,0.349924,-0.078132,0.138109,0.6651,0.9602,-0.085203,0.136586,1.3333333134651184,-9.000000,-9.000000,-9.0000
uni,0.95,4,2,1,674668,442,22385,674889,0.127909,0.349878,-0.221969,0.268743,0.1641,0.0332,0.013081,0.038945,0.37954027950763702,0.084634,0.133510,0.7486
uni,0.95,4,2,2,674175,663,6169,674396,0.116253,0.349830,-0.233577,0.276259,0.2078,0.0092,-0.000735,0.020192,0.43799753487110138,-0.035634,0.083051,0.7807
uni,0.95,4,2,3,673682,884,2183,673903,0.112043,0.349813,-0.237770,0.280256,0.1862,0.0032,-0.006128,0.013090,0.13289718329906464,-0.044603,0.128069,0.4267
uni,0.95,4,3,0,808496,144,778710,0,0.278216,0.350013,-0.071797,0.127377,0.6929,0.9632,-0.079121,0.124947,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,4,3,1,808029,288,26768,808173,0.124082,0.349980,-0.225898,0.269205,0.0785,0.0331,0.016337,0.036340,0.36268909275531769,0.078105,0.121538,0.6562
uni,0.95,4,3,2,807562,432,6268,807706,0.110650,0.349944,-0.239294,0.278666,0.1148,0.0078,0.001863,0.014277,0.21207226812839508,-0.038931,0.076278,0.7184
uni,0.95,4,3,3,807095,576,1980,807239,0.105840,0.349925,-0.244085,0.282746,0.1089,0.0025,-0.003179,0.008893,0.11400578916072845,-0.069220,0.126593,0.3435
uni,0.95,4,4,0,617618,220,601700,0,0.286868,0.349971,-0.063103,0.119751,0.7026,0.9742,-0.067936,0.117611,1.2890637516975403,-9.000000,-9.000000,-9.0000
uni,0.95,4,4,1,617149,440,14055,617369,0.114516,0.349927,-0.235411,0.275363,0.1410,0.0228,0.017681,0.037151,0.50101035833358765,0.066821,0.114025,0.7276
uni,0.95,4,4,2,616681,660,2857,616901,0.102893,0.349864,-0.246971,0.283334,0.1814,0.0046,0.002998,0.018358,0.48091268539428711,-0.041897,0.075476,0.7873
uni,0.95,4,4,3,616214,879,775,616433,0.098768,0.349841,-0.251074,0.287069,0.1671,0.0013,-0.002143,0.011184,0.14851045608520508,-0.067120,0.122078,0.4517
uni,0.95,4,5,0,743222,207,714901,0,0.275250,0.350081,-0.074831,0.132928,0.6854,0.9619,-0.082041,0.130949,1.5,-9.000000,-9.000000,-9.0000
uni,0.95,4,5,1,742713,414,24452,742920,0.125702,0.350040,-0.224338,0.270281,0.1277,0.0329,0.014795,0.039060,0.36548282206058502,0.081244,0.127635,0.7088
uni,0.95,4,5,2,742204,621,6303,742411,0.112910,0.349994,-0.237084,0.278916,0.1699,0.0085,0.000080,0.017903,0.18551725149154663,-0.037129,0.079225,0.7546
uni,0.95,4,5,3,741695,828,2189,741902,0.108303,0.349974,-0.241671,0.282991,0.1562,0.0030,-0.005508,0.012347,0.064558997750282288,-0.059406,0.127528,0.3906
uni,0.95,4,6,0,815738,435,772967,0,0.263145,0.350044,-0.086899,0.147896,0.6499,0.9476,-0.096793,0.146637,1.516942024230957,-9.000000,-9.000000,-9.0000
uni,0.95,4,6,1,814979,869,44431,815413,0.136978,0.349963,-0.212986,0.264663,0.1393,0.0545,0.003862,0.042307,0.41157978773117065,0.096363,0.143492,0.7293
uni,0.95,4,6,2,814221,1303,17217,814655,0.125139,0.349899,-0.224760,0.272139,0.1789,0.0211,-0.007493,0.023018,0.28561392426490784,-0.029240,0.087012,0.7431
uni,0.95,4,6,3,813463,1737,8904,813897,0.120836,0.349857,-0.229020,0.275959,0.1626,0.0109,-0.010321,0.017037,0.13739839196205139,-0.033862,0.131875,0.3913
uni,0.95,4,7,0,787482,230,746214,0,0.266264,0.350141,-0.083878,0.143560,0.6574,0.9476,-0.094079,0.141576,1.5999999940395355,-9.000000,-9.000000,-9.0000
uni,0.95,4,7,1,786938,460,36838,787168,0.135059,0.350086,-0.215027,0.265357,0.0876,0.0468,0.011259,0.039244,0.36960385739803314,0.093645,0.138599,0.6924
uni,0.95,4,7,2,786394,690,11428,786624,0.122458,0.350052,-0.227594,0.273515,0.1257,0.0145,-0.001912,0.019510,0.323319211602211,-0.031954,0.083464,0.7189
uni,0.95,4,7,3,785851,920,4595,786081,0.117854,0.350036,-0.232182,0.277435,0.1148,0.0058,-0.006624,0.014444,0.17554651200771332,-0.042712,0.130064,0.3437
uni,0.95,4,8,0,678322,361,649586,0,0.272842,0.349592,-0.076750,0.138220,0.6599,0.9576,-0.084272,0.136374,1.409474641084671,-9.000000,-9.000000,-9.0000
uni,0.95,4,8,1,677691,721,26255,678051,0.126951,0.349503,-0.222552,0.269441,0.1708,0.0387,0.008878,0.042952,0.66582769155502319,0.084200,0.133923,0.7654
uni,0.95,4,8,2,677060,1081,8376,677420,0.115552,0.349422,-0.233870,0.276708,0.2115,0.0124,-0.005331,0.025940,0.53947672247886658,-0.033999,0.083507,0.7877
uni,0.95,4,8,3,676430,1440,3672,676789,0.111451,0.349375,-0.237924,0.280476,0.1935,0.0054,-0.010448,0.019595,0.18656942248344421,-0.044973,0.128963,0.4470
uni,0.95,8,1,0,547635,199,528050,0,0.286768,0.349776,-0.063008,0.122051,0.7277,0.9642,-0.068138,0.119996,1.5302039384841919,-9.000000,-9.000000,-9.0000
uni,0.95,8,1,1,547220,398,21748,547419,0.114894,0.349747,-0.234853,0.282959,0.0103,0.0397,-0.002335,0.048001,1,0.068653,0.118545,0.7892
uni,0.95,8,1,2,546805,597,9165,547004,0.105157,0.349715,-0.244558,0.288704,0.0404,0.0168,-0.010381,0.033297,0.6388603150844574,-0.036914,0.079849,0.7891
uni,0.95,8,1,3,546390,796,5071,546589,0.101744,0.349698,-0.247953,0.291385,0.0372,0.0093,-0.012539,0.021884,0.30448612570762634,-0.052204,0.125555,0.3998
uni,0.95,8,1,4,545975,995,3302,546174,0.100493,0.349676,-0.249183,0.292031,0.0521,0.0060,-0.012148,0.016904,0.087001711130142212,-0.110283,0.161640,0.4229
uni,0.95,8,1,5,545561,1194,2254,545760,0.100009,0.349667,-0.249658,0.292578,0.0449,0.0041,-0.011600,0.014969,0.07533581554889679,-0.099419,0.182594,0.1858
uni,0.95,8,1,6,545147,1393,1657,545346,0.099807,0.349651,-0.249843,0.292580,0.0513,0.0030,-0.011209,0.013912,0.066806763410568237,-0.123858,0.195750,0.2590
uni,0.95,8,1,7,544733,1592,1252,544932,0.099716,0.349636,-0.249921,0.292788,0.0447,0.0023,-0.011019,0.013398,0.060571074485778809,-0.106939,0.198885,0.1662
uni,0.95,8,2,0,661581,219,626059,0,0.269858,0.348951,-0.079093,0.140824,0.6875,0.9463,-0.086557,0.139824,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,8,2,1,661102,438,30322,661321,0.129031,0.348911,-0.219880,0.274801,0.0348,0.0459,-0.003891,0.048125,0.79305809736251831,0.088094,0.139172,0.7837
uni,0.95,8,2,2,660623,657,12550,660842,0.119511,0.348883,-0.229372,0.279995,0.0651,0.0190,-0.011418,0.037720,0.49412171542644501,-0.030271,0.089883,0.7574
uni,0.95,8,2,3,660144,876,6546,660363,0.116128,0.348878,-0.232750,0.282753,0.0561,0.0099,-0.015018,0.027230,0.27084387838840485,-0.023925,0.133301,0.3656
uni,0.95,8,2,4,659665,1095,4199,659884,0.114870,0.348857,-0.233987,0.283310,0.0714,0.0064,-0.014992,0.021630,0.14491520822048187,-0.091533,0.161220,0.3949
uni,0.95,8,2,5,659186,1314,2838,659405,0.114376,0.348851,-0.234475,0.283979,0.0605,0.0043,-0.015318,0.019637,0.077168375253677368,-0.065230,0.180285,0.1708
uni,0.95,8,2,6,658707,1533,2052,658926,0.114167,0.348840,-0.234673,0.283910,0.0693,0.0031,-0.014926,0.018248,0.068944528698921204,-0.102713,0.192668,0.2511
uni,0.95,8,2,7,658228,1752,1536,658447,0.114070,0.348837,-0.234767,0.284248,0.0592,0.0023,-0.014894,0.017737,0.062760189175605774,-0.074501,0.196215,0.1615
uni,0.95,8,3,0,797898,103,770835,0,0.282774,0.350111,-0.067337,0.124140,0.7473,0.9661,-0.072873,0.121920,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,8,3,1,797475,206,28392,797578,0.122941,0.350080,-0.227139,0.278879,-0.0164,0.0356,0.006714,0.041014,0.6199614405632019,0.072330,0.119165,0.6954
uni,0.95,8,3,2,797052,309,9790,797155,0.111812,0.350071,-0.238259,0.285705,0.0126,0.0123,-0.004898,0.025029,0.51940532028675079,-0.042313,0.080360,0.7233
uni,0.95,8,3,3,796630,411,4429,796732,0.107862,0.350060,-0.242199,0.288767,0.0113,0.0056,-0.009051,0.017858,0.21572397649288177,-0.054876,0.125275,0.3004
uni,0.95,8,3,4,796208,513,2547,796310,0.106393,0.350050,-0.243657,0.289708,0.0233,0.0032,-0.009603,0.014578,0.10180957615375519,-0.117328,0.166507,0.2946
uni,0.95,8,3,5,795786,615,1574,795888,0.105816,0.350039,-0.244224,0.290220,0.0203,0.0020,-0.010149,0.013912,0.058943361043930054,-0.101084,0.184059,0.0869
uni,0.95,8,3,6,795364,717,1057,795466,0.105574,0.350037,-0.244463,0.290322,0.0256,0.0013,-0.010113,0.013148,0.051892176270484924,-0.128756,0.199393,0.1440
uni,0.95,8,3,7,794942,819,720,795044,0.105465,0.350027,-0.244562,0.290466,0.0219,0.0009,-0.010308,0.013065,0.046921104192733765,-0.107616,0.199894,0.0861
uni,0.95,8,4,0,603221,162,580835,0,0.285716,0.350143,-0.064428,0.122972,0.7218,0.9629,-0.069853,0.121211,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,8,4,1,602819,324,19954,602981,0.116052,0.350121,-0.234069,0.281473,0.0024,0.0331,0.007817,0.038500,0.3741442859172821,0.070170,0.119284,0.7682
uni,0.95,8,4,2,602417,486,6441,602579,0.106201,0.350100,-0.243898,0.287374,0.0318,0.0107,-0.003549,0.022581,0.3854815661907196,-0.038170,0.078713,0.7839
uni,0.95,8,4,3,602015,648,2591,602177,0.102705,0.350086,-0.247381,0.290071,0.0314,0.0043,-0.007783,0.016856,0.16665516793727875,-0.050169,0.123835,0.3823
uni,0.95,8,4,4,601613,810,1367,601775,0.101404,0.350071,-0.248667,0.290786,0.0456,0.0023,-0.009020,0.013606,0.087106123566627502,-0.109651,0.159827,0.4086
uni,0.95,8,4,5,601211,972,762,601373,0.100891,0.350056,-0.249166,0.291278,0.0411,0.0013,-0.009948,0.013148,0.072858691215515137,-0.096913,0.179542,0.1619
uni,0.95,8,4,6,600809,1134,451,600971,0.100674,0.350049,-0.249375,0.291313,0.0477,0.0008,-0.010224,0.012540,0.037268459796905518,-0.124039,0.193547,0.2364
uni,0.95,8,4,7,600407,1296,262,600569,0.100576,0.350045,-0.249468,0.291492,0.0429,0.0004,-0.010574,0.012822,0.034687235951423645,-0.105510,0.196494,0.1356
uni,0.95,8,5,0,730878,120,699538,0,0.276529,0.349790,-0.073261,0.132290,0.7207,0.9571,-0.079585,0.130839,1.4285714030265808,-9.000000,-9.000000,-9.0000
uni,0.95,8,5,1,730466,240,28064,730586,0.125820,0.349772,-0.223952,0.277425,0.0083,0.0384,0.001472,0.045228,0.6082606315612793,0.079914,0.128918,0.7479
uni,0.95,8,5,2,730054,360,10829,730174,0.115215,0.349760,-0.234545,0.283660,0.0388,0.0148,-0.009324,0.032145,0.4788362979888916,-0.036762,0.084323,0.7469
uni,0.95,8,5,3,729642,480,5573,729762,0.111439,0.349753,-0.238315,0.286654,0.0333,0.0076,-0.012967,0.022350,0.23427976667881012,-0.041799,0.129130,0.3273
uni,0.95,8,5,4,729230,600,3556,729350,0.110031,0.349744,-0.239713,0.287468,0.0467,0.0049,-0.013081,0.017967,0.10615076124668121,-0.106951,0.165229,0.3379
uni,0.95,8,5,5,728818,720,2440,728938,0.109475,0.349736,-0.240261,0.288053,0.0399,0.0033,-0.013075,0.016194,0.072224557399749756,-0.085969,0.183090,0.1292
uni,0.95,8,5,6,728407,839,1727,728526,0.109242,0.349726,-0.240484,0.288082,0.0469,0.0024,-0.012701,0.015038,0.046828478574752808,-0.116946,0.196451,0.2010
uni,0.95,8,5,7,727997,957,1258,728115,0.109135,0.349717,-0.240582,0.288299,0.0401,0.0017,-0.012560,0.014501,0.042342483997344971,-0.092463,0.197352,0.1290
uni,0.95,8,6,0,803062,261,752591,0,0.263091,0.349814,-0.086723,0.150182,0.6816,0.9372,-0.096677,0.149216,1.5555555522441864,-9.000000,-9.000000,-9.0000
uni,0.95,8,6,1,802480,522,56952,802741,0.137190,0.349760,-0.212569,0.273578,0.0359,0.0710,-0.008525,0.051399,1.1699370741844177,0.098119,0.148177,0.7724
uni,0.95,8,6,2,801899,783,28060,802160,0.127270,0.349733,-0.222463,0.279022,0.0558,0.0350,-0.013073,0.036142,0.61534048616886139,-0.023655,0.093798,0.7256
uni,0.95,8,6,3,801318,1044,17095,801579,0.123723,0.349721,-0.225998,0.281758,0.0492,0.0213,-0.014288,0.024231,0.45600065588951111,-0.017177,0.137286,0.3590
uni,0.95,8,6,4,800737,1305,12169,800998,0.122399,0.349703,-0.227304,0.282491,0.0590,0.0152,-0.013144,0.018295,0.17992527782917023,-0.082242,0.163217,0.3542
uni,0.95,8,6,5,800158,1565,9264,800418,0.121878,0.349691,-0.227813,0.283060,0.0521,0.0116,-0.012282,0.015563,0.09333406388759613,-0.054168,0.180192,0.1878
uni,0.95,8,6,6,799579,1825,7408,799839,0.121659,0.349671,-0.228012,0.283082,0.0572,0.0093,-0.011511,0.014040,0.067821815609931946,-0.089971,0.191199,0.2344
uni,0.95,8,6,7,799000,2085,6075,799260,0.121561,0.349655,-0.228094,0.283278,0.0518,0.0076,-0.011067,0.013275,0.061738178133964539,-0.065398,0.196520,0.1805
uni,0.95,8,7,0,776022,168,735299,0,0.267822,0.349577,-0.081755,0.142282,0.7096,0.9475,-0.090112,0.140971,1.5,-9.000000,-9.000000,-9.0000
uni,0.95,8,7,1,775547,336,41590,775715,0.134599,0.349544,-0.214946,0.274020,0.0093,0.0536,-0.000803,0.046227,0.77241939306259155,0.090608,0.139116,0.7266
uni,0.95,8,7,2,775072,504,17427,775240,0.124029,0.349523,-0.225495,0.279994,0.0356,0.0225,-0.009252,0.031333,0.55364313721656799,-0.032332,0.089065,0.7063
uni,0.95,8,7,3,774597,672,9004,774765,0.120219,0.349518,-0.229299,0.282954,0.0297,0.0116,-0.012554,0.021955,0.30438283085823059,-0.028424,0.132072,0.3180
uni,0.95,8,7,4,774122,840,5695,774290,0.118777,0.349503,-0.230726,0.283804,0.0404,0.0074,-0.012233,0.017394,0.1571563333272934,-0.094712,0.164200,0.3057
uni,0.95,8,7,5,773647,1008,3797,773815,0.118201,0.349493,-0.231292,0.284362,0.0352,0.0049,-0.012139,0.015614,0.089205577969551086,-0.066163,0.178877,0.1454
uni,0.95,8,7,6,773172,1176,2698,773340,0.117956,0.349487,-0.231532,0.284444,0.0399,0.0035,-0.011909,0.014522,0.059954926371574402,-0.102394,0.191958,0.1907
uni,0.95,8,7,7,772697,1344,1938,772865,0.117845,0.349482,-0.231638,0.284620,0.0355,0.0025,-0.011908,0.014097,0.054358780384063721,-0.076102,0.194365,0.1418
uni,0.95,8,8,0,661698,238,623515,0,0.270029,0.349618,-0.079589,0.143020,0.6815,0.9423,-0.087658,0.142189,1.5555555522441864,-9.000000,-9.000000,-9.0000
